entity_name,technique_id_seq,num_techniques,motive,source,source_type
Rocke,T1190 -> T1053.003 -> T1059.006 -> T1059.004 -> T1574.006 -> T1543.002 -> T1037 -> T1547.001 -> T1055.002 -> T1552.004 -> T1046 -> T1057 -> T1018 -> T1082 -> T1518.001 -> T1021.004 -> T1071 -> T1071.001 -> T1105 -> T1102 -> T1102.001 -> T1571 -> T1496 -> T1070.004 -> T1562.001 -> T1027.002 -> T1027 -> T1070.002 -> T1222.002 -> T1027.004 -> T1014 -> T1070.006 -> T1140 -> T1564.001 -> T1036.005 -> T1562.004,36,Financial,Tropchaud,aggregate
APT32,T1589 -> T1598.003 -> T1589.002 -> T1608.004 -> T1583.001 -> T1585.001 -> T1583.006 -> T1588.002 -> T1608.001 -> T1189 -> T1078.003 -> T1566.002 -> T1566.001 -> T1059 -> T1569.002 -> T1059.001 -> T1059.003 -> T1059.007 -> T1204.001 -> T1072 -> T1204.002 -> T1574.002 -> T1047 -> T1053.005 -> T1059.005 -> T1203 -> T1543.003 -> T1112 -> T1547.001 -> T1137 -> T1505.003 -> T1068 -> T1055 -> T1056.001 -> T1003.001 -> T1552.002 -> T1003 -> T1087.001 -> T1049 -> T1018 -> T1046 -> T1016 -> T1135 -> T1033 -> T1082 -> T1083 -> T1012 -> T1550.003 -> T1570 -> T1021.002 -> T1550.002 -> T1560 -> T1105 -> T1065 -> T1571 -> T1094 -> T1071.001 -> T1102 -> T1071.003 -> T1048.003 -> T1041 -> T1036.003 -> T1216.001 -> T1027 -> T1036.005 -> T1564.003 -> T1218.011 -> T1070.004 -> T1218.005 -> T1564.001 -> T1222.002 -> T1070.006 -> T1564.004 -> T1036.004 -> T1027.001 -> T1070.001 -> T1036 -> T1218.010,78,Espionage,Tropchaud,aggregate
admin@338,T1566.001 -> T1203 -> T1204.002 -> T1059.003 -> T1069.001 -> T1082 -> T1049 -> T1016 -> T1083 -> T1007 -> T1087.001 -> T1036.005,12,Espionage,Tropchaud,aggregate
FIN7,T1587.001 -> T1583.001 -> T1078 -> T1091 -> T1566.001 -> T1566.002 -> T1047 -> T1204.001 -> T1204.002 -> T1559.002 -> T1059.005 -> T1059.007 -> T1059 -> T1053.005 -> T1059.003 -> T1059.001 -> T1547.001 -> T1546.011 -> T1543.003 -> T1558.003 -> T1497.002 -> T1021.001 -> T1210 -> T1021.004 -> T1021.005 -> T1125 -> T1005 -> T1113 -> T1102.002 -> T1571 -> T1071.004 -> T1008 -> T1105 -> T1567.002 -> T1486 -> T1036.004 -> T1218.005 -> T1027 -> T1553.002 -> T1036.005,40,Financial,Tropchaud,aggregate
Taidoor,T1032,1,Espionage,Tropchaud,aggregate
Dragonfly,T1591.002 -> T1598.003 -> T1598.002 -> T1595.002 -> T1584.004 -> T1583.001 -> T1608.004 -> T1588.002 -> T1583.003 -> T1078 -> T1566.001 -> T1190 -> T1189 -> T1195.002 -> T1133 -> T1059.001 -> T1059.006 -> T1053.005 -> T1059 -> T1204.002 -> T1059.003 -> T1203 -> T1136.001 -> T1547.001 -> T1098 -> T1505.003 -> T1547.009 -> T1112 -> T1110 -> T1187 -> T1003.003 -> T1110.002 -> T1003.002 -> T1003.004 -> T1069.002 -> T1033 -> T1135 -> T1018 -> T1016 -> T1087.002 -> T1012 -> T1083 -> T1210 -> T1021.001 -> T1074.001 -> T1113 -> T1005 -> T1560 -> T1114.002 -> T1105 -> T1071 -> T1070.004 -> T1070.001 -> T1036 -> T1564.002 -> T1562.004 -> T1221,57,Sabotage,Tropchaud,aggregate
APT1,T1588.002 -> T1584.001 -> T1588.001 -> T1583.001 -> T1585.002 -> T1566.002 -> T1566.001 -> T1059.003 -> T1003.001 -> T1135 -> T1057 -> T1016 -> T1007 -> T1087.001 -> T1049 -> T1550.002 -> T1021.001 -> T1114.002 -> T1560.001 -> T1114.001 -> T1005 -> T1119 -> T1036.005,23,Espionage,Tropchaud,aggregate
APT28,T1589.001 -> T1598 -> T1598.003 -> T1595.002 -> T1583.006 -> T1583.001 -> T1586.002 -> T1588.002 -> T1566.001 -> T1078.004 -> T1133 -> T1566.002 -> T1189 -> T1199 -> T1190 -> T1078 -> T1091 -> T1204.002 -> T1559.002 -> T1203 -> T1059.001 -> T1059.003 -> T1204.001 -> T1037.001 -> T1547.001 -> T1546.015 -> T1098.002 -> T1137.002 -> T1505.003 -> T1542.003 -> T1068 -> T1134.001 -> T1040 -> T1528 -> T1110 -> T1056.001 -> T1003.001 -> T1003 -> T1003.003 -> T1110.003 -> T1110.001 -> T1083 -> T1057 -> T1120 -> T1550.002 -> T1021.002 -> T1210 -> T1550.001 -> T1560 -> T1213 -> T1560.001 -> T1074.001 -> T1005 -> T1119 -> T1025 -> T1074.002 -> T1039 -> T1114.002 -> T1213.002 -> T1113 -> T1102.002 -> T1573.001 -> T1090.003 -> T1071.003 -> T1090.002 -> T1071.001 -> T1092 -> T1043 -> T1001.001 -> T1105 -> T1567 -> T1048.002 -> T1030 -> T1498 -> T1211 -> T1564.003 -> T1070.004 -> T1036.005 -> T1221 -> T1070.006 -> T1140 -> T1014 -> T1564.001 -> T1070.001 -> T1218.011 -> T1027 -> T1036,87,Espionage,Tropchaud,aggregate
PROMETHIUM,T1587.002 -> T1587.003 -> T1078.003 -> T1189 -> T1204.002 -> T1547.001 -> T1205.001 -> T1543.003 -> T1036.004 -> T1036.005 -> T1553.002,11,Espionage,Tropchaud,aggregate
BRONZE BUTLER,T1588.002 -> T1189 -> T1566.001 -> T1059.003 -> T1053.002 -> T1574.002 -> T1204.002 -> T1059.005 -> T1203 -> T1059.006 -> T1059.001 -> T1053.005 -> T1547.001 -> T1548.002 -> T1003.001 -> T1124 -> T1018 -> T1083 -> T1007 -> T1087.002 -> T1518 -> T1550.003 -> T1080 -> T1039 -> T1005 -> T1560.001 -> T1113 -> T1071.001 -> T1102.001 -> T1573.001 -> T1105 -> T1132.001 -> T1027.001 -> T1036.005 -> T1562.001 -> T1036 -> T1070.004 -> T1140 -> T1027.003 -> T1036.002,40,Espionage,Tropchaud,aggregate
ZIRCONIUM,T1598 -> T1583.001 -> T1583.006 -> T1566.002 -> T1059.003 -> T1204.001 -> T1059.006 -> T1547.001 -> T1068 -> T1555.003 -> T1082 -> T1016 -> T1033 -> T1012 -> T1124 -> T1102.002 -> T1105 -> T1573.001 -> T1041 -> T1567.002 -> T1036 -> T1218.007 -> T1027.002 -> T1140 -> T1036.004,25,Espionage,Tropchaud,aggregate
IndigoZebra,T1583.006 -> T1588.002 -> T1586.002 -> T1583.001 -> T1566.001 -> T1204.002 -> T1105,7,Espionage,Tropchaud,aggregate
Tonto Team,T1566.001 -> T1203 -> T1574.001 -> T1059.001 -> T1204.002 -> T1059.006 -> T1505.003 -> T1068 -> T1003 -> T1056.001 -> T1135 -> T1069.001 -> T1210 -> T1090.002 -> T1105,15,Espionage,Tropchaud,aggregate
HAFNIUM,T1589.002 -> T1592.004 -> T1590.005 -> T1590 -> T1583.003 -> T1583.006 -> T1078.003 -> T1190 -> T1059.001 -> T1136.002 -> T1505.003 -> T1003.003 -> T1003.001 -> T1114.002 -> T1560.001 -> T1095 -> T1071.001 -> T1105 -> T1132.001 -> T1567.002 -> T1218.011,21,Espionage,Tropchaud,aggregate
Deep Panda,T1059.001 -> T1047 -> T1546.008 -> T1505.003 -> T1018 -> T1057 -> T1021.002 -> T1564.003 -> T1027.005 -> T1218.010,10,Espionage,Tropchaud,aggregate
Leafminer,T1588.002 -> T1189 -> T1059.007 -> T1136.001 -> T1055.013 -> T1110.003 -> T1555 -> T1003.001 -> T1555.003 -> T1003.004 -> T1552.001 -> T1003.005 -> T1018 -> T1046 -> T1083 -> T1114.002 -> T1027,17,Espionage,Tropchaud,aggregate
Evilnum,T1566.002 -> T1574.001 -> T1204.001 -> T1059.007 -> T1548.002 -> T1555 -> T1539 -> T1497.001 -> T1105 -> T1219 -> T1070.004,11,Espionage,Tropchaud,aggregate
Gamaredon Group,T1583.001 -> T1608.001 -> T1566.001 -> T1059.005 -> T1559.001 -> T1106 -> T1059.003 -> T1204.002 -> T1053.005 -> T1059.001 -> T1047 -> T1112 -> T1137 -> T1547.001 -> T1082 -> T1016.001 -> T1083 -> T1120 -> T1033 -> T1057 -> T1021.005 -> T1534 -> T1080 -> T1025 -> T1005 -> T1113 -> T1119 -> T1039 -> T1105 -> T1102 -> T1071.001 -> T1568 -> T1020 -> T1041 -> T1491.001 -> T1485 -> T1218.005 -> T1070.004 -> T1027.001 -> T1140 -> T1036.005 -> T1027 -> T1562.001 -> T1027.004 -> T1218.011 -> T1564.003 -> T1221,47,Espionage,Tropchaud,aggregate
LazyScripter,T1583.001 -> T1608.001 -> T1588.001 -> T1583.006 -> T1566.001 -> T1566.002 -> T1059.007 -> T1059.003 -> T1204.001 -> T1204.002 -> T1059.001 -> T1059.005 -> T1547.001 -> T1102 -> T1105 -> T1071.004 -> T1036 -> T1027 -> T1218.005 -> T1218.011,20,Espionage,Tropchaud,aggregate
Putter Panda,T1547.001 -> T1055.001 -> T1562.001 -> T1027,4,Espionage,Tropchaud,aggregate
RTM,T1189 -> T1566.001 -> T1574.001 -> T1204.002 -> T1547.001 -> T1102.001 -> T1219,7,Financial,Tropchaud,aggregate
Machete,T1566.002 -> T1566.001 -> T1189 -> T1204.002 -> T1059.006 -> T1053.005 -> T1204.001 -> T1059.003 -> T1059.005 -> T1032 -> T1218.007 -> T1036.005,12,Espionage,Tropchaud,aggregate
Sowbug,T1059.003 -> T1056.001 -> T1003 -> T1135 -> T1082 -> T1083 -> T1039 -> T1560.001 -> T1036.005,9,Espionage,Tropchaud,aggregate
GALLIUM,T1588.002 -> T1583.004 -> T1078 -> T1133 -> T1190 -> T1053.005 -> T1059.003 -> T1059.001 -> T1574.002 -> T1047 -> T1505.003 -> T1136.002 -> T1003.002 -> T1003.001 -> T1033 -> T1049 -> T1016 -> T1018 -> T1570 -> T1550.002 -> T1074.001 -> T1560.001 -> T1005 -> T1105 -> T1090.002 -> T1041 -> T1553.002 -> T1036.003 -> T1027.002 -> T1027.005 -> T1027,31,Espionage,Tropchaud,aggregate
DarkHydrus,T1588.002 -> T1566.001 -> T1059.001 -> T1204.002 -> T1187 -> T1564.003 -> T1221,7,Espionage,Tropchaud,aggregate
APT39,T1588.002 -> T1078 -> T1566.001 -> T1566.002 -> T1190 -> T1569.002 -> T1059 -> T1059.001 -> T1059.005 -> T1204.001 -> T1053.005 -> T1204.002 -> T1197 -> T1059.006 -> T1546.010 -> T1136.001 -> T1547.001 -> T1505.003 -> T1547.009 -> T1110 -> T1003 -> T1056.001 -> T1056 -> T1003.001 -> T1555 -> T1135 -> T1018 -> T1046 -> T1083 -> T1033 -> T1012 -> T1021.004 -> T1021.002 -> T1021.001 -> T1560.001 -> T1115 -> T1113 -> T1005 -> T1074.001 -> T1071.001 -> T1090.001 -> T1090.002 -> T1071.004 -> T1102.002 -> T1105 -> T1041 -> T1140 -> T1553.006 -> T1027.002 -> T1036.005 -> T1027 -> T1070.004,52,Espionage,Tropchaud,aggregate
Andariel,T1590.005 -> T1592.002 -> T1588.001 -> T1566.001 -> T1189 -> T1204.002 -> T1203 -> T1057 -> T1049 -> T1005 -> T1105 -> T1027.003,12,Espionage,Tropchaud,aggregate
APT37,T1566.001 -> T1189 -> T1059 -> T1106 -> T1203 -> T1059.005 -> T1059.006 -> T1053.005 -> T1559.002 -> T1204.002 -> T1059.003 -> T1547.001 -> T1055 -> T1548.002 -> T1555.003 -> T1057 -> T1120 -> T1082 -> T1033 -> T1005 -> T1123 -> T1102.002 -> T1043 -> T1071.001 -> T1105 -> T1094 -> T1561.002 -> T1529 -> T1027 -> T1036.001 -> T1027.003,31,Espionage,Tropchaud,aggregate
FIN8,T1078 -> T1566.002 -> T1566.001 -> T1204.001 -> T1047 -> T1059.003 -> T1059.001 -> T1053.005 -> T1204.002 -> T1546.003 -> T1112 -> T1134.001 -> T1068 -> T1055.004 -> T1003.001 -> T1518.001 -> T1018 -> T1482 -> T1021.002 -> T1021.001 -> T1560.001 -> T1074.002 -> T1043 -> T1102 -> T1071.001 -> T1105 -> T1573.002 -> T1048.003 -> T1070.004 -> T1027 -> T1070.001,31,Financial,Tropchaud,aggregate
APT17,T1585 -> T1583.006,2,Espionage,Tropchaud,aggregate
Aquatic Panda,T1595.002 -> T1588.002 -> T1588.001 -> T1059.003 -> T1574.001 -> T1059.001 -> T1003.001 -> T1518.001 -> T1007 -> T1082 -> T1560.001 -> T1105 -> T1027 -> T1070.004 -> T1562.001,15,Espionage,Tropchaud,aggregate
Silent Librarian,T1598.003 -> T1594 -> T1589.002 -> T1589.003 -> T1583.001 -> T1585.002 -> T1608.005 -> T1588.004 -> T1588.002 -> T1078 -> T1110.003 -> T1114.003 -> T1114,13,Espionage,Tropchaud,aggregate
Indrik Spider,T1584.004 -> T1078.002 -> T1059.001 -> T1204.002 -> T1059.007 -> T1047 -> T1059.003 -> T1136 -> T1484.001 -> T1003.001 -> T1018 -> T1007 -> T1074.001 -> T1105 -> T1486 -> T1489 -> T1562.001 -> T1070.001 -> T1036.005,19,Financial,Tropchaud,aggregate
APT-C-36,T1588.002 -> T1566.001 -> T1059.005 -> T1204.002 -> T1053.005 -> T1105 -> T1571 -> T1027 -> T1036.004,9,Espionage,Tropchaud,aggregate
Winnti Group,T1583.001 -> T1083 -> T1057 -> T1105 -> T1553.002 -> T1014,6,Espionage,Tropchaud,aggregate
Nomadic Octopus,T1566.001 -> T1059.003 -> T1204.002 -> T1059.001 -> T1105 -> T1564.003 -> T1036,7,Espionage,Tropchaud,aggregate
Gorgon Group,T1588.002 -> T1566.001 -> T1204.002 -> T1106 -> T1059.003 -> T1059.005 -> T1059.001 -> T1547.009 -> T1547.001 -> T1112 -> T1055.002 -> T1055.012 -> T1105 -> T1065 -> T1564.003 -> T1140 -> T1562.001,17,Espionage,Tropchaud,aggregate
PLATINUM,T1189 -> T1566.001 -> T1204.002 -> T1068 -> T1055 -> T1056.001 -> T1003.001 -> T1056.004 -> T1105 -> T1095 -> T1094 -> T1036,12,Espionage,Tropchaud,aggregate
Suckfly,T1078 -> T1059.003 -> T1003 -> T1046 -> T1553.002,5,Espionage,Tropchaud,aggregate
TA551,T1589.002 -> T1566.001 -> T1059.003 -> T1204.002 -> T1071.001 -> T1132.001 -> T1105 -> T1568.002 -> T1036 -> T1218.011 -> T1218.010 -> T1218.005 -> T1027 -> T1027.003,14,Financial,Tropchaud,aggregate
Axiom,T1583.002 -> T1583.003 -> T1584.005 -> T1190 -> T1078 -> T1189 -> T1566 -> T1203 -> T1546.008 -> T1003 -> T1021.001 -> T1563.002 -> T1005 -> T1560 -> T1001.002 -> T1553,16,Espionage,Tropchaud,aggregate
Honeybee,T1569.002 -> T1059.005 -> T1059.003 -> T1543.003 -> T1112 -> T1547.001 -> T1546.009 -> T1055 -> T1548.002 -> T1057 -> T1083 -> T1082 -> T1005 -> T1560 -> T1074.001 -> T1071.002 -> T1020 -> T1027 -> T1553.002 -> T1140 -> T1070.004,21,Espionage,Tropchaud,aggregate
Carbanak,T1588.002 -> T1078 -> T1543.003 -> T1102.002 -> T1219 -> T1218.011 -> T1036.004 -> T1562.004 -> T1036.005,9,Financial,Tropchaud,aggregate
PittyTiger,T1588.002 -> T1078,2,Espionage,Tropchaud,aggregate
CostaRicto,T1588.002 -> T1053.005 -> T1046 -> T1572 -> T1090.003,5,Financial,Tropchaud,aggregate
Thrip,T1588.002 -> T1059.001 -> T1219 -> T1048.003,4,Espionage,Tropchaud,aggregate
Ajax Security Team,T1566.003 -> T1566.001 -> T1204.002 -> T1555.003 -> T1056.001 -> T1105,6,Espionage,Tropchaud,aggregate
Orangeworm,T1021.002 -> T1071.001,2,Espionage,Tropchaud,aggregate
Mofang,T1566.002 -> T1566.001 -> T1204.001 -> T1204.002 -> T1027,5,Espionage,Tropchaud,aggregate
TA459,T1566.001 -> T1204.002 -> T1059.005 -> T1059.001 -> T1203,5,Espionage,Tropchaud,aggregate
FIN5,T1588.002 -> T1078 -> T1133 -> T1059 -> T1110 -> T1018 -> T1074.001 -> T1119 -> T1090.002 -> T1070.004 -> T1070.001,11,Financial,Tropchaud,aggregate
FIN10,T1588.002 -> T1078 -> T1078.003 -> T1059.001 -> T1059.003 -> T1053.005 -> T1547.001 -> T1033 -> T1021.001 -> T1570 -> T1070.004,11,Financial,Tropchaud,aggregate
Fox Kitten,T1585 -> T1585.001 -> T1078 -> T1190 -> T1059 -> T1059.003 -> T1059.001 -> T1053.005 -> T1505.003 -> T1546.008 -> T1136.001 -> T1003.001 -> T1552.001 -> T1003.003 -> T1110 -> T1555.005 -> T1083 -> T1087.001 -> T1087.002 -> T1018 -> T1012 -> T1046 -> T1217 -> T1021.002 -> T1210 -> T1021.004 -> T1021.001 -> T1021.005 -> T1213 -> T1560.001 -> T1005 -> T1530 -> T1039 -> T1105 -> T1572 -> T1102 -> T1090 -> T1027 -> T1036.004 -> T1036.005,40,Espionage,Tropchaud,aggregate
Dust Storm,T1083 -> T1005 -> T1027,3,Espionage,Tropchaud,aggregate
Poseidon Group,T1059.001 -> T1003 -> T1087.002 -> T1057 -> T1007 -> T1049 -> T1087.001 -> T1036.005,8,Espionage,Tropchaud,aggregate
CopyKittens,T1588.002 -> T1059.001 -> T1560.001 -> T1560.003 -> T1564.003 -> T1218.011 -> T1553.002,7,Espionage,Tropchaud,aggregate
Rancor,T1566.001 -> T1204.002 -> T1053.005 -> T1059.003 -> T1059.005 -> T1071.001 -> T1105 -> T1218.007,8,Espionage,Tropchaud,aggregate
APT16,T1584.004,1,Espionage,Tropchaud,aggregate
APT30,T1566.001 -> T1204.002,2,Espionage,Tropchaud,aggregate
GOLD SOUTHFIELD,T1195.002 -> T1566 -> T1133 -> T1199 -> T1190 -> T1059.001 -> T1113 -> T1219 -> T1027,9,Financial,Tropchaud,aggregate
Volatile Cedar,T1595.002 -> T1595.003 -> T1190 -> T1505.003 -> T1105,5,Espionage,Tropchaud,aggregate
Group5,T1056.001 -> T1113 -> T1065 -> T1070.004 -> T1027,5,Espionage,Tropchaud,aggregate
Gallmaker,T1566.001 -> T1204.002 -> T1559.002 -> T1059.001 -> T1560.001 -> T1027,6,Espionage,Tropchaud,aggregate
Strider,T1556.002 -> T1090.001 -> T1564.005,3,Espionage,Tropchaud,aggregate
Moafee,T1027.001,1,Espionage,Tropchaud,aggregate
Scarlet Mimic,T1036.002,1,Espionage,Tropchaud,aggregate
BlackOasis,T1027,1,Espionage,Tropchaud,aggregate
