entity_name,technique_id_seq,num_techniques,motive,source
Turla_armenian,T1189 -> T1204 -> T1053 -> T1016 -> T1057 -> T1082 ->  T1071 -> T1573 -> T1571 -> T1041,10, Espionage, https://www.trendmicro.com/en_us/research/23/i/examining-the-activities-of-the-turla-group.html
Turla_Comrat, T1059 -> T1053 -> T1055 -> T1112 -> T1027 -> T1069 -> T1033 -> T1082 -> T1083 -> T1087 -> T1120 -> T1135 -> T1016 -> T1213 -> T1573 -> T1071 -> T1102 -> T1048,18, Espionage, https://www.trendmicro.com/en_us/research/23/i/examining-the-activities-of-the-turla-group.html
Turla_Crutch, T1078.003 -> T1053.005 -> T1574.001 -> T1036.004 -> T1120 -> T1025 -> T1074.001 -> T1119 -> T1560.001 -> T1008 -> T1071.001 -> T1102.002 -> T1020 -> T1041 -> T1567.002,15,Espionage,https://www.trendmicro.com/en_us/research/23/i/examining-the-activities-of-the-turla-group.html
Salt Typhoon,T1595 -> T1590.004 -> T1583.003 -> T1584.008 -> T1588.005 -> T1588.002 -> T1190 -> T1199 -> T1569 -> T1609 -> T1059.006 -> T1059.008 -> T1136.001 -> T1543.005 -> T1098.004 -> T1068 -> T1027.010 -> T1027 -> T1562.004 -> T1610 -> T1070 -> T1070.009 -> T1599 -> T1040 -> T1556 -> T1003 -> T1110.002 -> T1082 -> T1016 -> T1021 -> T1021.004 -> T1560 -> T1602.001 -> T1602.002 -> T1005 -> T1090 -> T1090.003 -> T1071 -> T1571 -> T1572 -> T1095 -> T1048.003,42,Espionage,https://www.cyber.gov.au/about-us/view-all-content/alerts-and-advisories/countering-chinese-state-sponsored-actors-compromise-of-networks-worldwide-to-feed-global-espionage-system
Zimbra,T1589.001 -> T1589.002 -> T1593 -> T1595 -> T1596.005 -> T1597 -> T1597.002 -> T1583 -> T1583.003 -> T1587 -> T1587.001 -> T1587.004 -> T1588.002 -> T1588.007 -> T1608 -> T1078 -> T1199 -> T1566 -> T1203 -> T1098 -> T1556.006 -> T1078 -> T1027.010 -> T1027.013 -> T1027.017 -> T1550.004 -> T1556.006 -> T1557 -> T1074.002 -> T1114 -> T1114.002 -> T1119 -> T1185 -> T1560 -> T1087 -> T1048 -> T1048.002 -> T1048.003,38,Espionage,https://www.cyber.gov.au/about-us/view-all-content/alerts-and-advisories/russian-state-supported-cyber-actors-conduct-phishing-campaign-targeting-users-of-zimbra-collaboration-suite
Interlock,T1189 -> T1059.001 -> T1204.004 -> T1547.001 -> T1078.002 -> T1036.005 -> T1218.011 -> T1070.004 -> T1555.003 -> T1056 -> T1056.001 -> T1558.003 -> T1033 -> T1082 -> T1007 -> T1016 -> T1078 -> T1021.001 -> T1530 -> T1105 -> T1219 -> T1567.002 -> T1048 -> T1486 -> T1657,25,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-203a
LummaC2,T1566 -> T1566.001 -> T1566.002 -> T1027 -> T1036 -> T1140 -> T1012 -> T1217 -> T1119 -> T1071.001 -> T1105 -> T1106,12,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-141b
Medusa,T1190 -> T1566 -> T1070.003 -> T1027.013 -> T1027 -> T1070 -> T1562.001 -> T1046 -> T1083 -> T1135 -> T1016 -> T1082 -> T1069.002 -> T1003.001 -> T1059.001 -> T1059.003 -> T1072 -> T1021.001 -> T1569.002 -> T1047 -> T1567.002 -> T1105 -> T1071.001 -> T1219 -> T1136.002 -> T1486 -> T1490 -> T1657 -> T1529 -> T1489,30,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-071a
Ghost,T1190 -> T1047 -> T1059.001 -> T1059.003 -> T1098 -> T1136.001 -> T1136.002 -> T1505.003 -> T1068 -> T1134.001 -> T1071.001 -> T1562.001 -> T1564.003 -> T1003 -> T1018 -> T1057 -> T1087.002 -> T1135 -> T1518 -> T1518.001 -> T1041 -> T1567.002 -> T1071.001 -> T1105 -> T1132.001 -> T1573 -> T1486 -> T1490,28,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-050a
Unit 29155,T1590.002 -> T1595 -> T1595.001 -> T1595.002 -> T1596.005 -> T1583.003 -> T1588.001 -> T1588.005 -> T1078.001 -> T1190 -> T1059.001 -> T1505.003 -> T1003.001 -> T1003.002 -> T1110.003 -> T1552.001 -> T1046 -> T1654 -> T1550.002 -> T1114 -> T1125 -> T1213.001 -> T1560 -> T1090.003 -> T1071.001 -> T1071.004 -> T1095 -> T1105 -> T1572 -> T1567.002 -> T1485,31,Sabotage,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-249a
RansomHub1,T1588.005 -> T1566 -> T1190 -> T1059.001 -> T1047 -> T1059.001 -> T1136 -> T1098 -> T1021.001 -> T1036 -> T1070 -> T1562.001 -> T1003 -> T1110.003 -> T1018 -> T1046 -> T1210 -> T1219 -> T1048.002 -> T1537 -> T1048.003 -> T1486 -> T1490,23,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-242a
Andariel,T1591 -> T1592 -> T1595 -> T1596 -> T1003 -> T1048 -> T1090 -> T1560 -> T1572 -> T1587.001 -> T1587.004 -> T1190 -> T1059 -> T1027 -> T1003 -> T1021 -> T1021.002 -> T1083 -> T1087 -> T1071 -> T1090 -> T1039 -> T1048 -> T1560 -> T1567,25,Espionage,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-207a
BlackBasta,T1566 -> T1566.004 -> T1190 -> T1068 -> T1036 -> T1562.001 -> T1204 -> T1059.001 -> T1490 -> T1486,10,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-131a
Akira,T1078 -> T1133 -> T1190 -> T1566.001 -> T1566.002 -> T1059.001 -> T1059.003 -> T1059.005 -> T1569.002 -> T1098 -> T1136.001 -> T1136.002 -> T1068 -> T1027 -> T1027.015 -> T1036 -> T1222.001 -> T1562.001 -> T1562.004 -> T1604 -> T1003 -> T1003.001 -> T1003.002 -> T1003.003 -> T1110 -> T1110.003 -> T1555 -> T1555.003 -> T1555.004 -> T1016 -> T1018 -> T1046 -> T1057 -> T1069.001 -> T1069.002 -> T1082 -> T1087.002 -> T1482 -> T1021 -> T1021.001 -> T1021.004 -> T1550.002 -> T1560.001 -> T1090 -> T1105 -> T1219 -> T1572 -> T1048 -> T1537 -> T1567.002 -> T1486 -> T1490 -> T1657,53,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-109a
Phobos,T1593 -> T1595.001 -> T1598 -> T1585 -> T1588.002 -> T1078 -> T1133 -> T1566.001 -> T1047 -> T1059.003 -> T1106 -> T1204.002 -> T1547.001 -> T1055.002 -> T1055.004 -> T1134.001 -> T1134.002 -> T1027.002 -> T1027.009 -> T1140 -> T1218.005 -> T1562 -> T1562.004 -> T1003.001 -> T1003.005 -> T1110 -> T1555 -> T1555.003 -> T1555.005 -> T1057 -> T1082 -> T1083 -> T1087.002 -> T1560 -> T1001.003 -> T1071.002 -> T1105 -> T1219 -> T1048 -> T1567.002 -> T1486 -> T1490 -> T1657,43,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-060a
Unknown,T1589.001 -> T1078.002 -> T1133 -> T1078.002 -> T1078.004 -> T1552.001 -> T1087.002 -> T1018 -> T1482 -> T1083 -> T1046 -> T1021 -> T1021.007 -> T1021.002 -> T1213.002,15,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-046a
VoltTyphoon,T1592 -> T1589 -> T1589.002 -> T1590 -> T1591 -> T1593 -> T1594 -> T1583.003 -> T1584.005 -> T1584.004 -> T1587.004 -> T1588.005 -> T1190 -> T1133 -> T1059 -> T1059.001 -> T1059.004 -> T1047 -> T1078 -> T1068 -> T1006 -> T1070.009 -> T1070.001 -> T1070.004 -> T1036.005 -> T1112 -> T1027.002 -> T1218 -> T1110.002 -> T1555 -> T1555.003 -> T1003.001 -> T1003.003 -> T1552 -> T1552.004 -> T1087.001 -> T1010 -> T1217 -> T1083 -> T1654 -> T1046 -> T1120 -> T1069 -> T1057 -> T1012 -> T1518 -> T1082 -> T1614 -> T1016.001 -> T1033 -> T1007 -> T1124 -> T1563 -> T1021.007 -> T1021.001 -> T1550 -> T1078.004 -> T1560 -> T1560.001 -> T1074 -> T1113 -> T1573 -> T1105 -> T1090 -> T1090.001 -> T1090.003 -> T1048,67,Sabotage,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-038a
Play,T1078 -> T1190 -> T1133 -> T1059.001 -> T1016 -> T1518.001 -> T1562.001 -> T1070.001 -> T1552 -> T1003 -> T1570 -> T1484.001 -> T1560.001 -> T1048 -> T1486 -> T1657,16,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-352a
StarBlizzard,T1593 -> T1589 -> T1585.001 -> T1585.002 -> T1583.001 -> T1586.002 -> T1078 -> T1566.001 -> T1566.002 -> T1550.004 -> T1539 -> T1114.002 -> T1114.003,13,Espionage,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-341a
CyberAv3ngers,T1110 -> T1078.001 -> T1565.001 -> T1531 -> T1499 -> T1491.001 -> T1499,7,Sabotage,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-335a
